0.02500	0.750	0
0.02800	0.690	0
0.03000	0.720	0
0.03200	0.770	0
0.05700	0.820	0
0.05900	0.880	0
0.06100	0.930	0
0.06300	0.960	0
0.06500	0.970	0
0.06700	0.980	0
0.06900	0.970	0
0.07100	0.960	0
0.07400	0.970	0
0.07500	0.970	0
0.07800	0.980	0
0.08000	0.980	0
0.08200	0.990	0
0.11300	0.990	0
0.11700	0.980	0
0.12000	0.980	0
0.12200	0.980	0
0.12600	0.990	0
0.15000	1.000	0
0.15200	0.990	0
0.15600	0.990	0
0.16400	0.990	0
0.17100	1.000	0
0.18100	1.000	0
0.18600	1.000	0
0.18900	1.000	0
0.19500	1.010	0
0.20100	1.010	0
0.20400	1.010	0
0.21500	1.010	0
0.21800	1.010	0
0.22000	1.010	0
0.22300	1.010	0
0.22500	1.000	0
0.24300	1.010	0
0.24900	1.000	0
0.25100	1.000	0
0.25300	1.010	0
0.25500	1.020	0
0.25700	1.020	0
0.26000	1.020	0
0.26500	1.020	0
0.26800	1.030	0
0.27000	1.030	0
0.27200	1.030	0
0.27400	1.030	0
0.27600	1.040	0
0.27800	1.050	0
0.28100	1.050	0
0.28400	1.050	0
0.28700	1.060	0
0.29000	1.060	0
0.29100	1.060	0
0.29300	1.070	0
0.29600	1.070	0
0.29900	1.070	0
0.30200	1.070	0
0.30500	1.080	0
0.32000	1.090	0
0.32200	1.100	0
0.32400	1.090	0
0.32600	1.090	0
0.32800	1.090	0
0.33200	1.090	0
0.33500	1.080	0
0.33700	1.070	0
0.33900	1.070	0
0.34200	1.070	0
0.34400	1.070	0
0.34500	1.060	0
0.35000	1.050	0
0.35200	1.040	0
0.35500	1.020	0
0.35700	1.010	0
0.35900	1.000	0
0.36100	0.980	0
0.36200	0.970	0
0.36500	0.970	0
0.36700	0.980	0
0.36900	0.960	0
0.38800	0.960	0
0.39100	0.950	0
0.39300	0.940	0
0.39500	0.940	0
0.39800	0.930	0
0.40200	0.930	0
0.40400	0.930	0
0.40800	0.940	0
0.41000	0.940	0
0.41200	0.940	0
0.41500	0.920	0
0.41700	0.920	0
0.41900	0.910	0
0.42100	0.920	0
0.42300	0.920	0
0.42500	0.920	0
0.44100	0.930	0
0.44400	0.940	0
0.44600	0.940	0
0.44800	0.930	0
0.45000	0.920	0
0.45200	0.920	0
0.45400	0.930	0
0.45500	0.940	0
0.45800	0.940	0
0.46000	0.940	0
0.46200	0.930	0
0.46400	0.940	0
0.46600	0.930	0
0.46800	0.930	0
0.47000	0.930	0
0.47200	0.930	0
0.49300	0.930	0
0.49500	0.940	0
0.49700	0.930	0
0.49900	0.930	0
0.50200	0.930	0
0.50300	0.940	0
0.50500	0.950	0
0.50800	0.950	0
0.51000	0.940	0
0.51200	0.940	0
0.51400	0.940	0
0.51600	0.940	0
0.51900	0.950	0
0.52900	0.960	0
0.53100	0.950	0
0.53300	0.960	0
0.53600	0.960	0
0.53800	0.950	0
0.54000	0.950	0
0.54200	0.940	0
0.54400	0.950	0
0.56500	0.950	0
0.56700	0.950	0
0.57000	0.940	0
0.57200	0.940	0
0.57400	0.950	0
0.57600	0.950	0
0.57800	0.950	0
0.58000	0.950	0
0.60100	0.940	0
0.60400	0.940	0
0.60600	0.950	0
0.60800	0.950	0
0.61000	0.950	0
0.61200	0.950	0
0.61400	0.960	0
0.61600	0.960	0
0.63800	0.970	0
0.64000	0.960	0
0.64200	0.960	0
0.64400	0.960	0
0.64600	0.960	0
0.64800	0.960	0
0.65000	0.950	0
0.65200	0.950	0
0.65800	0.940	0
0.66000	0.950	0
0.66300	0.950	0
0.66500	0.960	0
0.66700	0.970	0
0.67700	0.960	0
0.67900	0.960	0
0.68100	0.950	0
0.68300	0.950	0
0.68500	0.950	0
0.68700	0.960	0
0.68900	0.960	0
0.69100	0.960	0
0.70000	0.950	0
0.70200	0.960	0
0.70400	0.960	0
0.70600	0.960	0
0.70800	0.960	0
0.71000	0.960	0
0.71200	0.960	0
0.71400	0.970	0
0.73500	0.980	0
0.73700	0.990	0
0.74000	0.970	0
0.74300	0.960	0
0.74500	0.950	0
0.74700	0.950	0
0.74900	0.950	0
0.75100	0.960	0
0.77500	0.960	0
0.77700	0.960	0
0.77900	0.960	0
0.78200	0.960	0
0.78500	0.960	0
0.78700	0.960	0
0.78900	0.950	0
0.79100	0.960	0
0.79700	0.960	0
0.80000	0.960	0
0.80200	0.960	0
0.82100	0.960	0
0.82300	0.970	0
0.82600	0.970	0
0.82800	0.980	0
0.83000	0.980	0
0.83200	0.970	0
0.83400	0.960	0
0.83600	0.960	0
0.83800	0.960	0
0.84000	0.960	0
0.84200	0.970	0
0.86800	0.970	0
0.87000	0.970	0
0.87200	0.980	0
0.87400	0.980	0
0.87600	0.970	0
0.87800	0.960	0
0.88000	0.960	0
0.88800	0.960	0
0.89000	0.960	0
0.89200	0.970	0
0.89500	0.980	0
0.89700	0.980	0
0.89900	0.980	0
0.90100	0.970	0
0.90300	0.970	0
0.90500	0.970	0
0.91200	0.970	0
0.91400	0.970	0
0.91600	0.970	0
0.91800	0.980	0
0.92000	0.980	0
0.94200	0.960	0
0.94400	0.960	0
0.94600	0.970	0
0.94800	0.980	0
0.95000	0.990	0
0.95200	0.990	0
0.95400	0.990	0
0.95600	0.990	0
0.95800	0.990	0
0.96100	0.990	0
0.96300	0.990	0
0.97200	0.990	0
0.97400	0.990	0
0.97600	0.990	0
0.97900	0.990	0
0.98100	0.990	0
0.98300	1.010	0
0.98500	1.010	0
1.00200	1.010	0
1.00400	1.000	0
1.00600	0.990	0
1.00800	0.980	0
1.01100	0.980	0
1.01300	0.990	0
1.01500	0.980	0
1.02100	0.970	0
1.03300	0.980	0
1.03500	0.970	0
1.03700	0.970	0
1.03900	0.970	0
1.04100	0.960	0
1.04300	0.960	0
1.06300	0.960	0
1.06600	0.980	0
1.06800	0.990	0
1.07000	0.990	0
1.07200	0.970	0
1.07400	0.960	0
1.07600	0.960	0
1.09300	0.970	0
1.09500	0.960	0
1.09700	0.980	0
1.09900	0.990	0
1.10100	0.990	0
1.10300	1.010	0
1.10400	1.030	0
1.10600	1.070	0
1.10800	1.140	0
1.12300	1.210	0
1.12500	1.220	0
1.12700	1.110	0
1.12900	0.940	59
1.13200	0.790	0
1.13400	0.720	0
1.13600	0.720	0
1.15300	0.770	0
1.15500	0.830	0
1.15700	0.890	0
1.15900	0.940	0
1.16100	0.960	0
1.16300	0.970	0
1.16500	0.980	0
1.16700	0.980	0
1.18300	0.980	0
1.18500	0.970	0
1.18700	0.970	0
1.18900	0.970	0
1.19100	0.980	0
1.21400	0.990	0
1.21600	0.990	0
1.21800	0.990	0
1.22000	0.990	0
1.22200	0.990	0
1.22300	0.990	0
1.22500	0.990	0
1.22700	0.990	0
1.22900	0.990	0
1.23000	0.990	0
1.23200	0.990	0
1.24400	1.000	0
1.24600	1.000	0
1.25000	1.000	0
1.25200	1.000	0
1.25400	1.000	0
1.25700	1.000	0
1.25900	1.010	0
1.26100	1.010	0
1.27400	1.000	0
1.27600	1.000	0
1.27800	1.010	0
1.28000	1.010	0
1.28200	1.010	0
1.30400	1.020	0
1.30700	1.020	0
1.30900	1.020	0
1.31100	1.010	0
1.31300	1.010	0
1.33400	1.020	0
1.33600	1.030	0
1.33800	1.030	0
1.34000	1.020	0
1.34200	1.030	0
1.34400	1.020	0
1.34600	1.040	0
1.34800	1.050	0
1.35000	1.060	0
1.35200	1.060	0
1.35400	1.060	0
1.38400	1.060	0
1.38600	1.060	0
1.38900	1.070	0
1.39100	1.070	0
1.39400	1.080	0
1.39600	1.080	0
1.39900	1.080	0
1.40100	1.090	0
1.41100	1.090	0
1.41300	1.090	0
1.41600	1.100	0
1.41800	1.100	0
1.42000	1.090	0
1.42300	1.080	0
1.42500	1.070	0
1.42700	1.070	0
1.43700	1.080	0
1.43900	1.080	0
1.44100	1.060	0
1.44400	1.050	0
1.44600	1.040	0
1.46300	1.020	0
1.46500	1.010	0
1.46700	0.990	0
1.46900	0.970	0
1.47100	0.970	0
1.47300	0.970	0
1.47500	0.960	0
1.47700	0.960	0
1.48800	0.950	0
1.49000	0.950	0
1.49200	0.950	0
1.49500	0.940	0
1.49600	0.940	0
1.49900	0.930	0
1.50100	0.930	0
1.50300	0.930	0
1.51600	0.940	0
1.51800	0.940	0
1.52000	0.940	0
1.52200	0.940	0
1.52400	0.930	0
1.52600	0.930	0
1.52800	0.920	0
1.53000	0.920	0
1.54600	0.920	0
1.54800	0.920	0
1.55000	0.930	0
1.55200	0.930	0
1.55400	0.940	0
1.55600	0.940	0
1.55800	0.940	0
1.56000	0.930	0
1.57600	0.930	0
1.57900	0.930	0
1.58100	0.940	0
1.58300	0.940	0
1.58500	0.950	0
1.58700	0.940	0
1.58900	0.940	0
1.59100	0.950	0
1.60600	0.950	0
1.60800	0.960	0
1.61000	0.950	0
1.61200	0.950	0
1.61400	0.950	0
1.61600	0.950	0
1.61800	0.950	0
1.62000	0.950	0
1.63700	0.950	0
1.63900	0.950	0
1.64100	0.960	0
1.64200	0.960	0
1.64400	0.960	0
1.66700	0.960	0
1.66900	0.960	0
1.67100	0.950	0
1.67300	0.960	0
1.67500	0.960	0
1.67700	0.950	0
1.67900	0.960	0
1.68100	0.960	0
1.68300	0.960	0
1.69700	0.960	0
1.69900	0.950	0
1.70200	0.960	0
1.70400	0.960	0
1.70600	0.960	0
1.72800	0.960	0
1.73000	0.960	0
1.73100	0.950	0
1.73300	0.960	0
1.73500	0.960	0
1.73700	0.960	0
1.73900	0.960	0
1.74100	0.960	0
1.74300	0.960	0
1.74500	0.970	0
1.74700	0.960	0
1.75800	0.960	0
1.76000	0.960	0
1.76200	0.960	0
1.76400	0.960	0
1.76600	0.960	0
1.76800	0.960	0
1.77100	0.960	0
1.78800	0.960	0
1.79000	0.960	0
1.79200	0.960	0
1.79800	0.950	0
1.80000	0.960	0
1.80300	0.970	0
1.80500	0.960	0
1.80800	0.960	0
1.81100	0.960	0
1.81800	0.960	0
1.82100	0.960	0
1.82300	0.970	0
1.82500	0.970	0
1.82700	0.960	0
1.84800	0.960	0
1.85000	0.960	0
1.85200	0.960	0
1.85400	0.950	0
1.85600	0.960	0
1.85900	0.960	0
1.86100	0.970	0
1.86400	0.970	0
1.90500	0.970	0
1.91100	0.970	0
1.91300	0.960	0
1.91500	0.960	0
1.91700	0.970	0
1.91900	0.970	0
1.92100	0.970	0
1.92300	0.970	0
1.93300	0.970	0
1.93500	0.960	0
1.93700	0.960	0
1.94000	0.960	0
1.94200	0.980	0
1.94400	0.970	0
1.94600	0.970	0
1.94800	0.970	0
1.96300	0.960	0
1.96500	0.960	0
1.96700	0.970	0
1.96900	0.970	0
1.97100	0.970	0
1.97400	0.970	0
1.97600	0.970	0
1.97800	0.970	0
1.99200	0.980	0
1.99400	0.970	0
1.99600	0.970	0
1.99800	0.970	0
2.00100	0.970	0
2.02300	0.970	0
2.02600	0.980	0
2.02800	0.970	0
2.03000	0.960	0
2.03200	0.970	0
2.03400	0.980	0
2.03600	0.980	0
2.03800	0.990	0
2.07100	1.000	0
2.07300	1.010	0
2.07500	1.010	0
2.07700	1.000	0
2.07900	0.990	0
2.08000	0.990	0
2.08200	0.990	0
2.08400	0.990	0
2.08600	0.990	0
2.08800	0.990	0
2.09000	0.990	0
2.09200	1.000	0
2.09400	0.990	0
2.09600	0.980	0
2.09800	0.960	0
2.10000	0.950	0
2.11000	0.950	0
2.11300	0.950	0
2.11500	0.940	0
2.11600	0.930	0
2.11900	0.930	0
2.12100	0.930	0
2.12200	0.940	0
2.12400	0.940	0
2.14000	0.930	0
2.14200	0.920	0
2.14500	0.910	0
2.14800	0.910	0
2.15100	0.910	0
2.15300	0.910	0
2.15500	0.920	0
2.15700	0.920	0
2.17100	0.900	0
2.17300	0.900	0
2.17500	0.920	0
2.17700	0.920	0
2.18200	0.940	0
2.20300	0.950	0
2.20500	0.970	0
2.20700	0.990	0
2.20900	1.020	0
2.21200	1.070	0
2.21700	1.080	0
2.21900	0.980	0
2.22100	0.790	0
2.22300	0.670	52
2.22600	0.630	0
2.23600	0.650	0
2.23800	0.700	0
2.24000	0.740	0
2.24200	0.780	0
2.24500	0.840	0
2.24900	0.880	0
2.25200	0.910	0
2.26900	0.930	0
2.27200	0.930	0
2.30400	0.930	0
2.30600	0.940	0
2.30800	0.950	0
2.31000	0.940	0
2.31200	0.940	0
2.31500	0.940	0
2.32000	0.960	0
2.32200	0.960	0
2.32400	0.970	0
2.32600	0.970	0
2.32800	0.960	0
2.33000	0.960	0
2.33200	0.970	0
2.33500	0.970	0
2.33800	0.970	0
2.34000	0.970	0
2.34100	0.980	0
2.34300	0.980	0
2.34500	0.980	0
2.35100	0.980	0
2.35400	0.990	0
2.35700	0.990	0
2.35800	1.010	0
2.36100	1.010	0
2.36300	1.010	0
2.36500	1.000	0
2.38900	1.010	0
2.39200	1.010	0
2.39500	1.020	0
2.39700	1.010	0
2.40000	1.010	0
2.40500	1.010	0
2.40700	1.020	0
2.41000	1.020	0
2.41200	1.020	0
2.42300	1.020	0
2.42600	1.030	0
2.42800	1.040	0
2.43000	1.040	0
2.43200	1.040	0
2.43400	1.050	0
2.43700	1.050	0
2.43900	1.060	0
2.44100	1.060	0
2.44200	1.060	0
2.44400	1.060	0
2.44600	1.070	0
2.44800	1.070	0
2.45000	1.070	0
2.45200	1.070	0
2.45400	1.080	0
2.46000	1.080	0
2.46200	1.090	0
2.46400	1.090	0
2.46600	1.080	0
2.46800	1.080	0
2.47000	1.080	0
2.47200	1.080	0
2.47400	1.070	0
2.49400	1.070	0
2.49600	1.070	0
2.52800	1.070	0
2.53000	1.060	0
2.53200	1.040	0
2.53400	1.030	0
2.53600	1.020	0
2.53900	1.030	0
2.54100	1.020	0
2.54300	1.010	0
2.54500	0.990	0
2.56100	0.990	0
2.56400	0.970	0
2.56600	0.980	0
2.56800	0.960	0
2.57000	0.950	0
2.57200	0.950	0
2.57400	0.960	0
2.57600	0.960	0
2.57800	0.950	0
2.58000	0.940	0
2.59500	0.940	0
2.59800	0.950	0
2.60000	0.950	0
2.60200	0.940	0
2.60400	0.940	0
2.60600	0.940	0
2.60800	0.940	0
2.61000	0.950	0
2.63000	0.950	0
2.63200	0.950	0
2.63400	0.940	0
2.63600	0.950	0
2.63800	0.950	0
2.64000	0.960	0
2.64200	0.950	0
2.64400	0.950	0
2.66400	0.950	0
2.66600	0.960	0
2.66800	0.960	0
2.67000	0.950	0
2.67200	0.950	0
2.67400	0.960	0
2.67600	0.960	0
2.67900	0.960	0
2.68100	0.960	0
2.68300	0.950	0
2.68500	0.950	0
2.68700	0.960	0
2.68900	0.970	0
2.69800	0.960	0
2.70100	0.960	0
2.70300	0.960	0
2.70500	0.960	0
2.70700	0.950	0
2.70900	0.960	0
2.71100	0.960	0
2.73300	0.960	0
2.73600	0.960	0
2.73800	0.970	0
2.74000	0.960	0
2.74200	0.960	0
2.74400	0.960	0
2.74600	0.960	0
2.74900	0.960	0
2.76800	0.960	0
2.77100	0.970	0
2.77300	0.960	0
2.77500	0.960	0
2.77700	0.960	0
2.77900	0.960	0
2.78200	0.970	0
2.80400	0.970	0
2.80600	0.960	0
2.80800	0.960	0
2.81000	0.960	0
2.81200	0.970	0
2.83900	0.970	0
2.84200	0.960	0
2.84300	0.960	0
2.84500	0.960	0
2.84800	0.960	0
2.85000	0.970	0
2.85200	0.970	0
2.85400	0.960	0
2.85600	0.970	0
2.85800	0.970	0
2.86000	0.970	0
2.87500	0.960	0
2.87700	0.960	0
2.87900	0.970	0
2.88100	0.980	0
2.88300	0.970	0
2.88500	0.970	0
2.91100	0.970	0
2.91400	0.990	0
2.91600	0.990	0
2.91800	0.990	0
2.92000	0.990	0
2.92200	0.990	0
2.92400	1.000	0
2.92600	1.010	0
2.92800	1.020	0
2.93000	1.020	0
2.93200	1.020	0
2.93400	1.030	0
2.93500	1.010	0
2.93700	1.010	0
2.93900	0.990	0
2.94800	0.980	0
2.95100	0.980	0
2.95300	0.970	0
2.98500	0.960	0
2.98700	0.960	0
2.98900	0.960	0
2.99100	0.960	0
2.99300	0.970	0
2.99500	0.960	0
2.99700	0.960	0
2.99900	0.960	0
3.00100	0.950	0
3.00300	0.950	0
3.00500	0.950	0
3.00700	0.950	0
