1.976	968.330	450.619	0.619	5.000	38.462	0.049	0.037	0.061	0.606	0.052	0.050
2.658	1264.580	-62.903	0.613	6.000	42.857	0.050	0.033	0.064	0.510	0.046	0.051
0.830	3680.189	2664.315	0.578	7.000	43.750	0.136	0.085	0.179	0.473	0.120	0.140
4.012	749.517	28.298	0.660	3.000	23.077	0.044	0.025	0.060	0.425	0.036	0.046
3.564	513.644	115.721	0.647	7.000	53.846	0.059	0.028	0.082	0.342	0.040	0.061
4.269	539.591	130.337	0.646	6.000	42.857	0.045	0.025	0.061	0.414	0.035	0.046
8.526	324.307	6.115	0.630	3.000	21.429	0.039	0.019	0.054	0.344	0.026	0.041
4.724	278.649	208.634	0.628	5.000	35.714	0.041	0.025	0.055	0.450	0.035	0.042
4.516	489.051	488.608	0.624	4.000	28.571	0.038	0.025	0.050	0.505	0.035	0.039
6.831	274.574	135.817	0.591	1.000	6.667	0.029	0.019	0.037	0.526	0.027	0.029
1.755	2055.965	567.902	0.636	7.000	53.846	0.052	0.038	0.067	0.568	0.054	0.054
5.692	337.996	326.073	0.600	2.000	13.333	0.033	0.020	0.044	0.461	0.029	0.034
7.090	174.273	249.221	0.611	1.000	7.143	0.031	0.018	0.042	0.427	0.025	0.032
3.890	716.239	203.728	0.597	3.000	20.000	0.036	0.026	0.045	0.572	0.037	0.037
6.731	349.701	72.561	0.591	2.000	13.333	0.035	0.018	0.047	0.392	0.026	0.036
5.291	275.261	75.504	0.612	4.000	28.571	0.041	0.021	0.055	0.375	0.029	0.042
0.930	1401.263	742.106	0.617	5.000	35.714	0.111	0.067	0.146	0.460	0.095	0.113
4.968	618.751	168.470	0.643	4.000	28.571	0.044	0.025	0.059	0.429	0.036	0.045
5.228	456.706	67.022	0.640	4.000	28.571	0.038	0.021	0.051	0.409	0.029	0.039
5.279	236.967	69.872	0.580	3.000	20.000	0.038	0.024	0.051	0.465	0.033	0.039
2.778	1150.143	752.407	0.607	3.000	21.429	0.043	0.032	0.055	0.591	0.046	0.045
0.975	4265.554	191.125	0.601	5.000	33.333	0.132	0.066	0.182	0.361	0.093	0.136
2.832	1258.286	42.057	0.647	5.000	38.462	0.052	0.031	0.069	0.444	0.043	0.054
7.770	366.478	232.115	0.619	2.000	13.333	0.030	0.019	0.039	0.481	0.027	0.031
1.262	5778.503	1570.316	0.636	4.000	30.769	0.138	0.070	0.190	0.366	0.098	0.143
3.720	541.155	260.013	0.635	4.000	28.571	0.054	0.029	0.074	0.386	0.041	0.056
9.679	45.377	1.220	0.582	2.000	13.333	0.036	0.016	0.051	0.309	0.022	0.037
5.919	168.359	57.990	0.586	1.000	6.250	0.036	0.020	0.049	0.422	0.029	0.037
2.918	553.461	42.439	0.620	4.000	28.571	0.058	0.032	0.078	0.402	0.045	0.060
2.817	585.427	43.978	0.603	5.000	35.714	0.069	0.031	0.097	0.322	0.044	0.072
5.494	375.124	44.685	0.611	4.000	28.571	0.042	0.022	0.057	0.385	0.031	0.043
3.365	829.351	38.004	0.605	6.000	40.000	0.054	0.027	0.074	0.369	0.039	0.056
4.759	341.548	87.786	0.591	4.000	26.667	0.053	0.024	0.073	0.332	0.034	0.055
5.477	284.880	495.801	0.570	2.000	13.333	0.029	0.022	0.037	0.581	0.031	0.031
2.158	249.565	358.952	0.585	4.000	26.667	0.053	0.033	0.070	0.467	0.046	0.055
5.491	489.908	40.652	0.595	2.000	13.333	0.037	0.020	0.050	0.401	0.029	0.038
2.533	592.712	450.865	0.595	6.000	40.000	0.052	0.032	0.068	0.470	0.045	0.053
2.227	1013.203	434.070	0.665	5.000	38.462	0.056	0.036	0.073	0.492	0.051	0.058
4.839	707.926	10.516	0.653	3.000	23.077	0.045	0.023	0.063	0.364	0.032	0.047
2.827	354.236	590.942	0.658	4.000	28.571	0.050	0.031	0.067	0.472	0.044	0.052
3.672	538.119	496.534	0.623	3.000	21.429	0.043	0.028	0.057	0.485	0.039	0.045
3.387	822.802	50.627	0.586	7.000	46.667	0.070	0.033	0.098	0.339	0.047	0.073
2.598	493.283	330.847	0.580	5.000	33.333	0.049	0.031	0.063	0.497	0.044	0.050
2.411	597.125	235.309	0.608	5.000	35.714	0.066	0.036	0.090	0.399	0.051	0.068
2.823	1029.026	61.867	0.606	6.000	40.000	0.063	0.032	0.086	0.375	0.046	0.065
5.567	425.514	236.980	0.625	3.000	21.429	0.047	0.023	0.064	0.364	0.033	0.048
3.062	741.856	200.068	0.600	5.000	33.333	0.045	0.029	0.058	0.502	0.041	0.046
5.179	455.430	156.176	0.610	3.000	21.429	0.040	0.024	0.053	0.452	0.034	0.041
2.501	1367.278	251.175	0.606	5.000	33.333	0.048	0.031	0.063	0.492	0.044	0.049
2.787	708.517	597.019	0.579	6.000	40.000	0.057	0.031	0.077	0.408	0.044	0.059
4.120	378.596	188.295	0.580	6.000	40.000	0.049	0.025	0.067	0.373	0.035	0.050
5.718	303.061	54.384	0.609	3.000	21.429	0.037	0.021	0.050	0.412	0.029	0.038
2.358	585.824	483.210	0.582	5.000	33.333	0.075	0.036	0.103	0.345	0.050	0.077
2.879	754.234	606.989	0.607	6.000	40.000	0.064	0.035	0.086	0.403	0.049	0.066
