0.898	938.665	262.923	0.800	5.000	55.556	0.134	0.078	0.178	0.435	0.110	0.137
2.138	980.630	368.990	0.715	7.000	53.846	0.078	0.039	0.106	0.365	0.055	0.080
1.853	2310.126	664.924	0.779	3.000	30.000	0.075	0.050	0.099	0.508	0.071	0.078
0.391	1637.916	577.899	0.684	9.000	69.231	0.237	0.133	0.322	0.414	0.188	0.246
0.384	6022.273	2114.959	0.545	12.000	75.000	0.193	0.148	0.241	0.615	0.209	0.200
0.832	6317.065	1818.245	0.847	6.000	66.667	0.069	0.063	0.082	0.768	0.089	0.073
1.173	1911.447	1723.074	0.994	4.000	44.444	0.079	0.059	0.096	0.611	0.083	0.080
0.633	7127.600	2042.799	0.974	8.000	100.000	0.121	0.083	0.162	0.509	0.117	0.129
0.406	2792.702	672.797	0.868	8.000	88.889	0.138	0.100	0.176	0.568	0.142	0.143
0.255	43571.487	-994.291	1.018	7.000	87.500	0.312	0.162	0.442	0.367	0.230	0.333
5.281	477.395	58.807	0.776	5.000	45.455	0.046	0.021	0.065	0.322	0.030	0.049
0.511	456.137	78.605	0.991	3.000	37.500	0.160	0.105	0.214	0.487	0.148	0.169
2.732	940.737	608.986	1.017	3.000	37.500	0.056	0.034	0.074	0.466	0.049	0.058
1.166	1644.212	1609.494	0.930	4.000	44.444	0.118	0.057	0.163	0.351	0.081	0.122
1.340	5858.087	1704.593	0.871	5.000	55.556	0.076	0.056	0.099	0.565	0.079	0.080
1.064	2792.766	652.978	0.928	7.000	77.778	0.115	0.057	0.160	0.357	0.081	0.120
0.885	4591.995	418.219	1.024	5.000	62.500	0.106	0.062	0.147	0.420	0.087	0.113
1.391	2719.097	762.713	0.980	5.000	62.500	0.068	0.047	0.091	0.522	0.067	0.072
0.952	4878.113	1111.817	0.924	4.000	44.444	0.109	0.068	0.143	0.475	0.096	0.112
1.048	4409.904	843.481	0.865	4.000	40.000	0.060	0.069	0.044	1.541	0.097	0.058
0.468	1137.215	310.606	0.883	6.000	66.667	0.103	0.113	0.103	1.090	0.159	0.108
0.824	5463.496	4675.423	1.016	4.000	50.000	0.120	0.069	0.167	0.417	0.098	0.128
1.890	2465.727	295.926	0.927	5.000	55.556	0.095	0.044	0.135	0.329	0.063	0.100
2.586	1323.902	378.131	0.959	4.000	50.000	0.054	0.032	0.075	0.429	0.045	0.057
0.136	7015.711	2024.854	1.155	6.000	100.000	0.317	0.186	0.452	0.412	0.263	0.345
0.292	27026.893	7551.152	1.123	6.000	85.714	0.293	0.145	0.424	0.342	0.205	0.316
0.244	27118.396	2576.643	1.065	8.000	100.000	0.227	0.123	0.320	0.384	0.173	0.242
0.108	15082.110	4126.895	1.052	6.000	85.714	0.298	0.175	0.402	0.435	0.248	0.310
0.291	28545.302	6664.007	1.032	7.000	87.500	0.212	0.134	0.290	0.462	0.189	0.226
0.545	33897.202	9735.398	0.983	6.000	75.000	0.228	0.135	0.311	0.433	0.190	0.239
0.929	6943.721	-311.084	1.008	5.000	62.500	0.101	0.069	0.130	0.532	0.098	0.104
2.623	962.555	-2.609	1.044	3.000	37.500	0.057	0.035	0.076	0.456	0.049	0.059
2.431	812.773	657.011	1.033	3.000	37.500	0.060	0.033	0.082	0.402	0.047	0.063
1.525	2517.378	3360.220	0.940	2.000	22.222	0.048	0.067	0.000	0.000	0.095	0.044
0.472	5028.723	1251.247	1.031	5.000	71.429	0.172	0.113	0.220	0.510	0.159	0.175
1.340	2765.505	185.496	1.025	4.000	50.000	0.097	0.051	0.135	0.378	0.072	0.102
1.733	1057.819	292.264	1.004	5.000	62.500	0.082	0.046	0.114	0.399	0.065	0.087
0.642	13350.706	-112.842	1.011	6.000	75.000	0.175	0.085	0.250	0.342	0.121	0.187
1.027	319.570	64.208	1.071	4.000	57.143	0.145	0.073	0.210	0.347	0.103	0.157
1.555	3084.256	1275.066	0.949	6.000	66.667	0.085	0.049	0.118	0.415	0.069	0.090
0.441	21583.490	5976.094	0.847	8.000	88.889	0.206	0.102	0.290	0.353	0.145	0.217
0.493	9375.936	2367.439	0.951	8.000	88.889	0.151	0.085	0.209	0.405	0.120	0.160
1.016	7073.530	2064.700	0.969	7.000	87.500	0.126	0.065	0.180	0.362	0.092	0.135
1.559	3814.643	1120.999	1.087	6.000	85.714	0.108	0.048	0.159	0.301	0.067	0.117
3.258	892.609	-28.666	0.964	2.000	22.222	0.046	0.029	0.061	0.474	0.041	0.048
0.434	23705.429	12970.839	0.915	5.000	55.556	0.232	0.124	0.325	0.381	0.175	0.246
1.373	443.548	86.755	0.807	7.000	70.000	0.093	0.049	0.129	0.379	0.069	0.098
1.311	3971.908	143.431	0.830	5.000	50.000	0.063	0.059	0.066	0.885	0.083	0.063
1.129	3423.578	2264.982	0.864	7.000	70.000	0.094	0.058	0.128	0.453	0.082	0.099
4.232	651.480	186.778	0.856	3.000	30.000	0.043	0.024	0.060	0.399	0.034	0.046
1.534	3946.199	971.085	0.852	5.000	55.556	0.088	0.048	0.122	0.396	0.068	0.093
1.039	4577.921	415.036	0.917	6.000	66.667	0.115	0.058	0.162	0.356	0.082	0.122
1.336	2907.665	636.047	0.875	7.000	70.000	0.117	0.057	0.164	0.347	0.081	0.123
1.297	1262.640	697.860	0.733	3.000	25.000	0.055	0.061	0.037	1.669	0.087	0.051
