0.855	6842.254	1914.419	0.903	5.000	62.500	0.097	0.069	0.126	0.544	0.097	0.102
0.507	2413.260	705.729	0.883	6.000	66.667	0.093	0.077	0.108	0.711	0.109	0.094
2.102	1736.467	775.410	0.917	6.000	66.667	0.071	0.038	0.100	0.379	0.053	0.075
1.570	2301.344	1785.425	0.960	6.000	66.667	0.087	0.046	0.122	0.376	0.065	0.092
1.227	1743.474	3113.619	0.904	5.000	55.556	0.079	0.050	0.107	0.467	0.071	0.084
0.494	4829.241	1194.298	0.863	9.000	100.000	0.142	0.081	0.196	0.415	0.115	0.150
1.510	2378.161	536.236	0.929	6.000	66.667	0.092	0.045	0.129	0.352	0.064	0.097
1.441	729.227	64.625	0.928	4.000	44.444	0.089	0.048	0.121	0.394	0.067	0.092
1.536	1129.180	1888.340	0.887	4.000	44.444	0.050	0.044	0.057	0.774	0.063	0.051
0.517	2866.173	838.403	0.980	6.000	75.000	0.096	0.077	0.118	0.652	0.109	0.099
2.564	2098.011	129.603	0.961	5.000	55.556	0.089	0.042	0.127	0.327	0.059	0.094
0.910	8497.998	2418.693	0.934	6.000	75.000	0.112	0.061	0.157	0.391	0.087	0.119
0.590	2438.092	472.882	0.824	5.000	50.000	0.093	0.111	0.072	1.542	0.157	0.094
1.582	1989.363	556.346	0.984	4.000	50.000	0.082	0.043	0.117	0.370	0.061	0.088
1.054	1719.622	2150.801	0.962	5.000	55.556	0.084	0.054	0.113	0.478	0.076	0.088
2.212	1500.700	727.682	0.918	6.000	66.667	0.083	0.040	0.118	0.340	0.057	0.088
1.301	1290.186	916.647	1.026	5.000	62.500	0.092	0.053	0.128	0.416	0.076	0.098
1.839	1569.399	447.594	0.937	5.000	62.500	0.073	0.037	0.102	0.365	0.053	0.077
1.578	2716.305	636.757	0.995	6.000	75.000	0.100	0.049	0.143	0.346	0.070	0.107
2.835	397.519	159.444	0.998	3.000	33.333	0.058	0.030	0.081	0.373	0.042	0.061
0.922	3654.885	1004.123	0.966	4.000	50.000	0.107	0.062	0.147	0.424	0.088	0.113
3.649	1112.663	313.237	0.968	1.000	12.500	0.047	0.028	0.063	0.437	0.039	0.049
1.907	2297.586	250.289	0.928	8.000	88.889	0.095	0.042	0.136	0.308	0.059	0.100
1.652	1142.656	687.514	0.928	5.000	55.556	0.082	0.041	0.113	0.366	0.058	0.085
3.419	350.361	103.039	0.928	2.000	22.222	0.046	0.027	0.061	0.445	0.038	0.047
0.360	7572.874	1583.077	0.813	8.000	80.000	0.165	0.147	0.174	0.842	0.208	0.161
1.378	1468.950	432.567	0.930	5.000	62.500	0.085	0.054	0.113	0.479	0.077	0.089
1.481	3176.552	-58.676	0.928	7.000	77.778	0.101	0.045	0.144	0.315	0.064	0.107
1.817	1200.172	819.883	0.932	5.000	55.556	0.082	0.039	0.117	0.330	0.055	0.087
0.499	39401.759	12732.368	1.019	3.000	37.500	0.349	0.161	0.502	0.322	0.228	0.373
1.666	1889.625	747.193	0.957	8.000	88.889	0.081	0.041	0.114	0.360	0.058	0.086
1.463	4903.003	1388.742	0.921	5.000	62.500	0.109	0.058	0.153	0.375	0.081	0.116
1.455	2448.369	-58.459	0.901	6.000	66.667	0.096	0.046	0.135	0.343	0.065	0.101
2.605	930.180	803.538	0.935	4.000	44.444	0.064	0.034	0.089	0.377	0.047	0.067
1.455	1864.995	226.675	0.926	8.000	88.889	0.082	0.044	0.113	0.393	0.063	0.086
0.448	13845.488	678.003	0.896	8.000	88.889	0.201	0.095	0.286	0.330	0.134	0.213
1.032	2918.092	1830.466	0.828	9.000	90.000	0.076	0.051	0.101	0.499	0.072	0.080
3.968	910.215	252.256	0.955	3.000	37.500	0.056	0.025	0.080	0.311	0.035	0.060
1.152	3849.484	58.705	0.940	7.000	77.778	0.103	0.049	0.147	0.336	0.070	0.109
1.010	1988.758	531.505	0.870	6.000	66.667	0.096	0.059	0.128	0.459	0.083	0.100
1.256	2746.721	796.894	0.933	7.000	77.778	0.138	0.058	0.198	0.293	0.082	0.146
0.338	7000.733	2032.836	0.920	8.000	88.889	0.243	0.127	0.337	0.378	0.180	0.255
1.347	2297.088	1209.544	0.939	8.000	88.889	0.102	0.050	0.145	0.342	0.070	0.108
1.539	415.382	60.598	0.802	5.000	50.000	0.070	0.050	0.089	0.562	0.071	0.072
0.567	12107.523	3025.236	0.892	8.000	88.889	0.210	0.101	0.298	0.337	0.142	0.223
1.460	2145.242	487.974	0.913	8.000	88.889	0.090	0.042	0.129	0.328	0.060	0.096
0.266	29976.765	8599.688	0.895	7.000	77.778	0.224	0.121	0.312	0.388	0.171	0.237
1.805	1104.258	200.784	0.961	7.000	77.778	0.095	0.044	0.135	0.327	0.062	0.100
1.939	2203.317	59.766	0.893	5.000	55.556	0.077	0.040	0.108	0.368	0.056	0.082
1.389	3811.692	449.749	0.894	4.000	44.444	0.099	0.054	0.137	0.395	0.076	0.104
1.418	1582.850	404.251	0.883	8.000	88.889	0.105	0.049	0.150	0.325	0.069	0.111
2.100	2782.745	-95.963	0.843	6.000	60.000	0.064	0.037	0.087	0.430	0.053	0.067
0.787	3064.137	880.120	0.975	5.000	62.500	0.115	0.065	0.158	0.408	0.091	0.121
1.022	5796.891	-133.051	0.908	7.000	77.778	0.124	0.061	0.174	0.349	0.086	0.130
