0.627	2146.276	2262.408	0.747	13.000	54.167	0.104	0.064	0.135	0.472	0.090	0.106
0.380	2488.573	1472.625	0.730	12.000	48.000	0.177	0.108	0.232	0.463	0.152	0.181
0.274	8473.534	9236.586	0.658	19.000	70.370	0.158	0.158	0.164	0.966	0.224	0.161
0.527	5437.168	1665.733	0.982	13.000	68.421	0.102	0.068	0.132	0.516	0.096	0.105
0.266	24112.367	14536.242	0.936	17.000	89.474	0.227	0.137	0.299	0.458	0.194	0.232
0.649	4387.349	17365.100	0.859	10.000	47.619	0.109	0.105	0.117	0.901	0.149	0.111
0.907	1362.431	2055.810	0.969	9.000	47.368	0.097	0.055	0.129	0.424	0.078	0.099
0.794	3814.051	1034.257	0.902	12.000	60.000	0.093	0.057	0.122	0.473	0.081	0.095
0.890	3792.742	710.003	0.998	12.000	66.667	0.088	0.055	0.115	0.480	0.078	0.090
0.673	3890.656	3250.192	0.896	10.000	47.619	0.092	0.069	0.114	0.608	0.098	0.094
0.394	11985.360	729.181	0.950	11.000	57.895	0.109	0.102	0.120	0.851	0.145	0.111
1.441	2024.222	725.305	0.939	9.000	47.368	0.075	0.040	0.102	0.395	0.057	0.077
0.165	17959.512	22149.564	1.146	13.000	86.667	0.286	0.156	0.388	0.401	0.220	0.296
0.237	29627.567	3427.775	1.049	15.000	88.235	0.252	0.143	0.335	0.427	0.203	0.258
0.424	30016.879	5987.578	1.004	15.000	83.333	0.222	0.128	0.296	0.432	0.181	0.228
0.952	4684.587	697.668	1.015	10.000	55.556	0.103	0.063	0.135	0.470	0.090	0.105
0.952	1363.391	4705.101	0.980	7.000	36.842	0.076	0.061	0.091	0.673	0.087	0.078
0.570	5311.641	392.469	1.027	10.000	58.824	0.132	0.080	0.174	0.461	0.114	0.136
0.749	6347.540	708.834	1.011	12.000	66.667	0.134	0.066	0.184	0.357	0.093	0.138
0.640	2023.150	2001.884	1.004	11.000	61.111	0.111	0.071	0.144	0.494	0.101	0.114
0.364	11857.152	4259.056	0.894	18.000	90.000	0.181	0.098	0.244	0.401	0.138	0.186
0.596	4389.113	2614.732	1.021	15.000	88.235	0.117	0.070	0.156	0.447	0.098	0.120
0.276	12460.024	9624.073	0.926	9.000	45.000	0.170	0.097	0.226	0.429	0.137	0.174
1.156	3007.786	1061.085	0.822	14.000	63.636	0.080	0.053	0.103	0.520	0.076	0.082
1.324	2470.402	552.133	0.856	11.000	50.000	0.071	0.045	0.093	0.485	0.064	0.073
0.690	3553.248	2121.788	0.880	12.000	60.000	0.099	0.057	0.132	0.434	0.081	0.102
0.494	2367.545	6219.889	0.803	11.000	45.833	0.088	0.078	0.099	0.792	0.111	0.089
