0.366	10448.360	11048.827	0.725	14.000	58.333	0.162	0.133	0.193	0.691	0.188	0.166
0.634	1490.257	576.575	0.787	12.000	50.000	0.167	0.095	0.221	0.428	0.134	0.170
1.338	1325.220	1743.503	0.829	13.000	59.091	0.065	0.047	0.082	0.565	0.066	0.067
1.263	1170.589	2322.272	0.802	12.000	52.174	0.071	0.048	0.091	0.527	0.068	0.073
3.353	796.454	170.283	0.841	4.000	19.048	0.045	0.025	0.060	0.415	0.035	0.046
1.348	2099.163	1382.378	0.890	8.000	38.095	0.058	0.043	0.073	0.586	0.060	0.060
1.200	1087.997	2102.635	0.827	7.000	31.818	0.066	0.045	0.085	0.535	0.064	0.068
1.111	1395.174	1854.730	0.937	10.000	52.632	0.070	0.050	0.089	0.555	0.070	0.072
1.639	941.365	549.925	0.866	7.000	33.333	0.054	0.037	0.066	0.563	0.053	0.054
1.550	1592.189	856.409	0.845	12.000	54.545	0.073	0.041	0.097	0.426	0.059	0.075
0.459	4721.123	300.955	0.722	16.000	61.538	0.180	0.101	0.240	0.423	0.143	0.184
1.219	869.479	1725.673	0.781	10.000	43.478	0.075	0.047	0.098	0.481	0.067	0.077
1.261	1918.541	237.207	0.854	10.000	45.455	0.092	0.047	0.124	0.379	0.067	0.094
0.961	1897.078	3261.809	0.863	11.000	52.381	0.067	0.054	0.080	0.673	0.076	0.068
0.835	1869.068	3820.090	0.781	11.000	45.833	0.061	0.057	0.067	0.851	0.081	0.062
0.467	6327.833	1502.090	0.762	13.000	54.167	0.163	0.102	0.212	0.480	0.144	0.167
1.909	575.542	1590.480	0.755	8.000	33.333	0.041	0.039	0.044	0.878	0.055	0.042
1.286	1950.933	182.667	0.793	12.000	50.000	0.088	0.043	0.120	0.360	0.061	0.090
0.728	3290.739	1827.345	0.838	11.000	52.381	0.107	0.059	0.142	0.417	0.084	0.109
0.588	3550.838	2548.838	0.841	16.000	72.727	0.128	0.070	0.171	0.410	0.099	0.131
0.879	1557.384	2361.441	0.864	11.000	52.381	0.075	0.051	0.094	0.544	0.073	0.076
1.196	1124.422	2009.713	0.825	13.000	56.522	0.078	0.050	0.101	0.493	0.070	0.079
0.703	5158.699	1515.390	0.765	11.000	45.833	0.123	0.079	0.159	0.498	0.112	0.126
0.387	4446.703	5032.171	0.764	11.000	45.833	0.216	0.134	0.281	0.475	0.189	0.220
0.200	7378.986	3066.861	0.779	18.000	78.261	0.258	0.126	0.351	0.359	0.178	0.264
2.202	1581.594	57.745	0.852	11.000	52.381	0.066	0.032	0.090	0.360	0.046	0.068
1.728	1005.195	2165.670	0.827	7.000	30.435	0.047	0.044	0.051	0.851	0.062	0.048
