0.309	16470.436	2066.171	1.094	11.000	73.333	0.188	0.099	0.257	0.387	0.141	0.195
0.212	11121.007	1804.245	1.031	12.000	70.588	0.176	0.157	0.198	0.793	0.222	0.178
0.270	11410.875	8834.554	1.110	11.000	68.750	0.185	0.113	0.245	0.463	0.160	0.191
0.373	5280.823	12893.431	1.099	13.000	81.250	0.152	0.094	0.200	0.472	0.134	0.157
0.554	6968.369	14065.119	1.156	10.000	66.667	0.150	0.103	0.195	0.528	0.145	0.156
0.366	9269.312	12572.175	1.154	9.000	56.250	0.190	0.122	0.247	0.495	0.173	0.195
0.255	6774.143	16749.543	1.137	13.000	86.667	0.182	0.114	0.240	0.476	0.162	0.188
0.363	20058.364	4395.035	1.125	11.000	68.750	0.191	0.112	0.255	0.442	0.159	0.197
0.335	15382.865	11700.236	1.106	11.000	68.750	0.156	0.143	0.176	0.810	0.202	0.161
0.465	7482.658	8891.897	1.190	9.000	60.000	0.171	0.106	0.225	0.469	0.149	0.176
0.614	4321.136	8901.608	1.168	11.000	73.333	0.145	0.092	0.189	0.489	0.131	0.149
0.226	16431.790	15340.290	1.160	10.000	66.667	0.245	0.143	0.327	0.436	0.202	0.252
0.266	21239.504	9120.747	1.178	12.000	80.000	0.255	0.142	0.343	0.414	0.201	0.263
0.589	4426.287	8289.892	1.082	10.000	58.824	0.133	0.081	0.176	0.457	0.114	0.137
0.777	912.548	1768.491	1.152	7.000	46.667	0.125	0.087	0.160	0.544	0.123	0.129
0.128	14612.552	31899.448	1.067	10.000	62.500	0.213	0.159	0.267	0.595	0.224	0.220
0.339	16027.388	9423.831	1.180	14.000	87.500	0.188	0.129	0.237	0.542	0.182	0.191
0.406	9209.313	11853.376	1.168	12.000	80.000	0.171	0.103	0.227	0.455	0.146	0.177
0.251	28330.843	10172.208	1.194	10.000	66.667	0.229	0.153	0.297	0.516	0.216	0.236
0.148	5829.620	6869.449	1.045	13.000	76.471	0.312	0.177	0.419	0.422	0.250	0.322
0.098	26742.902	29500.853	0.932	13.000	68.421	0.303	0.241	0.366	0.659	0.341	0.310
0.183	14287.770	19527.055	1.085	15.000	88.235	0.188	0.139	0.236	0.588	0.196	0.194
0.262	13473.260	37103.120	1.014	12.000	70.588	0.201	0.166	0.241	0.687	0.234	0.207
0.167	31628.014	23016.420	1.156	13.000	81.250	0.271	0.159	0.363	0.439	0.225	0.280
0.158	32015.844	22054.597	1.119	12.000	80.000	0.316	0.180	0.425	0.424	0.255	0.327
0.072	80658.505	9061.177	1.228	13.000	86.667	0.572	0.305	0.769	0.396	0.431	0.585
0.089	772285.464	130706.253	1.512	8.000	80.000	1.105	0.584	1.514	0.386	0.826	1.147
