1.5830	0.7780
2.3520	0.7690
3.0440	0.6920
3.7850	0.7410
4.4690	0.6840
5.2150	0.7460
5.8450	0.6300
6.6880	0.8430
7.4830	0.7950
8.3280	0.8450
8.9470	0.6190
9.7460	0.7990
10.4220	0.6760
11.2120	0.7900
12.0770	0.8650
12.8770	0.8000
13.6640	0.7870
14.5000	0.8360
15.4710	0.9710
16.1030	0.6320
16.8510	0.7480
17.5510	0.7000
18.4380	0.8870
19.4450	1.0070
20.5370	1.0920
21.5000	0.9630
22.4510	0.9510
23.3260	0.8750
24.2310	0.9050
25.0410	0.8100
25.8250	0.7840
26.6040	0.7790
27.3440	0.7400
28.0680	0.7240
28.8390	0.7710
29.6440	0.8050
30.6090	0.9650
30.9470	0.3380
31.4200	0.4730
31.5360	0.1160
31.6780	0.1420
31.8940	0.2160
32.2190	0.3250
33.0350	0.8160
33.8150	0.7800
34.6090	0.7940
35.4350	0.8260
36.1530	0.7180
37.0100	0.8570
37.7400	0.7300
38.4450	0.7050
39.1470	0.7020
39.6500	0.5030
40.0230	0.3730
40.6780	0.6550
41.4520	0.7740
42.1720	0.7200
43.1680	0.9960
43.4630	0.2950
43.9010	0.4380
44.8030	0.9020
45.0870	0.2840
45.6950	0.6080
47.5290	1.8340
47.9080	0.3790
48.3030	0.3950
48.8410	0.5380
49.5560	0.7150
50.6360	1.0800
51.0970	0.4610
51.8990	0.8020
52.6360	0.7370
53.4440	0.8080
53.9850	0.5410
54.6910	0.7060
55.2890	0.5980
55.9380	0.6490
56.6710	0.7330
57.3040	0.6330
58.0060	0.7020
58.6450	0.6390
59.3420	0.6970
60.0460	0.7040
60.6780	0.6320
61.3170	0.6390
62.0470	0.7300
62.6590	0.6120
63.5410	0.8820
64.5510	1.0100
65.3440	0.7930
66.0280	0.6840
66.7760	0.7480
67.6780	0.9020
68.4710	0.7930
69.4340	0.9630
70.3310	0.8970
71.0210	0.6900
72.1870	1.1660
72.8340	0.6470
73.5370	0.7030
74.1890	0.6520
74.7410	0.5520
75.6260	0.8850
76.5110	0.8850
77.4990	0.9880
77.9650	0.4660
78.5380	0.5730
79.1210	0.5830
79.7630	0.6420
80.5760	0.8130
81.4020	0.8260
82.4190	1.0170
83.0640	0.6450
84.0380	0.9740
84.6380	0.6000
85.5750	0.9370
86.4330	0.8580
87.1910	0.7580
88.0820	0.8910
89.1010	1.0190
89.9800	0.8790
90.9370	0.9570
91.8870	0.9500
92.8440	0.9570
93.8190	0.9750
94.7540	0.9350
95.6850	0.9310
96.5120	0.8270
97.3280	0.8160
98.2140	0.8860
99.2270	1.0130
100.1180	0.8910
101.1080	0.9900
102.0740	0.9660
102.9540	0.8800
103.6730	0.7190
104.6040	0.9310
105.3880	0.7840
106.2990	0.9110
107.1310	0.8320
107.9440	0.8130
108.7980	0.8540
109.6700	0.8720
110.4160	0.7460
111.1830	0.7670
112.0310	0.8480
112.8540	0.8230
113.6760	0.8220
114.4000	0.7240
115.1500	0.7500
115.9410	0.7910
116.7980	0.8570
117.5720	0.7740
118.3640	0.7920
119.2780	0.9140
120.1600	0.8820
120.8310	0.6710
121.6480	0.8170
122.3830	0.7350
123.2470	0.8640
124.2430	0.9960
125.1080	0.8650
125.8880	0.7800
126.7490	0.8610
127.6610	0.9120
128.6340	0.9730
129.4170	0.7830
130.1800	0.7630
130.8370	0.6570
131.6240	0.7870
132.2100	0.5860
133.0610	0.8510
133.7500	0.6890
134.4550	0.7050
135.6090	1.1540
137.0110	1.4020
137.7770	0.7660
138.3980	0.6210
138.8230	0.4250
139.3110	0.4880
139.8730	0.5620
140.5940	0.7210
141.7870	1.1930
142.8470	1.0600
143.5780	0.7310
144.1700	0.5920
145.2180	1.0480
145.7230	0.5050
145.8110	0.0880
146.4870	0.6760
147.2800	0.7930
148.0030	0.7230
148.8810	0.8780
149.9280	1.0470
151.0510	1.1230
151.9770	0.9260
152.9440	0.9670
153.9490	1.0050
154.9630	1.0140
