1.5290	0.8430
2.3660	0.8370
3.2850	0.9190
4.1640	0.8790
5.0090	0.8450
5.7320	0.7230
6.5280	0.7960
7.2750	0.7470
8.1500	0.8750
8.6890	0.5390
9.3610	0.6720
10.0160	0.6550
10.6800	0.6640
11.4730	0.7930
12.2010	0.7280
12.9030	0.7020
13.5430	0.6400
14.2220	0.6790
14.9740	0.7520
15.6940	0.7200
16.3730	0.6790
17.1440	0.7710
17.9320	0.7880
18.5870	0.6550
19.3720	0.7850
19.9810	0.6090
20.7120	0.7310
21.3990	0.6870
22.1250	0.7260
22.8360	0.7110
23.7200	0.8840
24.5940	0.8740
25.3620	0.7680
26.1090	0.7470
26.8520	0.7430
27.7010	0.8490
28.5490	0.8480
29.3840	0.8350
30.2080	0.8240
30.9950	0.7870
31.7730	0.7780
32.5000	0.7270
33.2250	0.7250
34.0090	0.7840
34.7220	0.7130
35.5370	0.8150
36.2040	0.6670
36.9230	0.7190
37.4990	0.5760
37.5690	0.0700
38.2750	0.7060
38.9660	0.6910
39.6270	0.6610
40.3280	0.7010
40.9610	0.6330
41.6510	0.6900
42.3280	0.6770
42.6890	0.3610
42.9030	0.2140
43.0900	0.1870
43.4360	0.3460
43.5640	0.1280
44.2380	0.6740
44.8790	0.6410
45.4900	0.6110
46.2730	0.7830
46.8560	0.5830
47.5430	0.6870
48.1620	0.6190
48.8850	0.7230
49.5940	0.7090
50.4850	0.8910
51.3850	0.9000
52.2270	0.8420
52.9930	0.7660
53.6820	0.6890
54.4250	0.7430
55.2640	0.8390
56.2200	0.9560
57.1580	0.9380
58.0630	0.9050
59.0160	0.9530
60.1590	1.1430
61.2100	1.0510
62.2850	1.0750
63.1960	0.9110
64.1130	0.9170
65.0220	0.9090
65.9740	0.9520
67.0220	1.0480
68.0310	1.0090
68.9520	0.9210
69.8940	0.9420
70.9930	1.0990
71.9990	1.0060
72.8810	0.8820
73.6630	0.7820
74.5040	0.8410
75.5610	1.0570
76.6750	1.1140
77.6330	0.9580
78.6630	1.0300
79.8250	1.1620
80.9970	1.1720
81.9850	0.9880
82.8280	0.8430
83.5950	0.7670
84.4230	0.8280
85.3400	0.9170
86.0300	0.6900
86.8100	0.7800
87.5620	0.7520
88.5080	0.9460
89.3800	0.8720
90.1110	0.7310
90.9440	0.8330
92.2350	1.2910
93.5500	1.3150
94.2680	0.7180
95.3800	1.1120
96.5510	1.1710
97.6450	1.0940
98.5420	0.8970
99.2830	0.7410
100.0630	0.7800
100.8220	0.7590
101.5930	0.7710
102.4250	0.8320
103.2270	0.8020
103.9670	0.7400
104.7400	0.7730
105.5240	0.7840
106.2530	0.7290
107.0700	0.8170
107.8360	0.7660
108.5950	0.7590
109.2520	0.6570
110.0130	0.7610
110.7860	0.7730
111.9920	1.2060
113.1090	1.1170
114.1980	1.0890
115.2130	1.0150
116.2350	1.0220
117.2130	0.9780
118.1740	0.9610
119.1680	0.9940
120.1270	0.9590
121.0860	0.9590
122.0670	0.9810
123.1280	1.0610
124.2100	1.0820
125.2020	0.9920
126.2420	1.0400
127.2420	1.0000
128.3170	1.0750
129.2580	0.9410
130.3060	1.0480
131.0790	0.7730
132.0150	0.9360
132.9230	0.9080
133.8260	0.9030
134.7700	0.9440
135.7920	1.0220
136.7720	0.9800
137.7150	0.9430
138.5560	0.8410
139.3930	0.8370
140.2150	0.8220
141.0300	0.8150
141.8640	0.8340
142.7910	0.9270
143.7850	0.9940
144.7680	0.9830
145.6250	0.8570
146.3920	0.7670
147.1920	0.8000
148.1080	0.9160
149.0430	0.9350
150.0100	0.9670
151.0040	0.9940
151.8620	0.8580
152.6650	0.8030
153.7110	1.0460
154.6260	0.9150
155.5960	0.9700
156.5870	0.9910
157.5110	0.9240
158.3260	0.8150
159.1980	0.8720
160.1870	0.9890
161.3120	1.1250
162.4490	1.1370
163.4040	0.9550
164.3520	0.9480
165.4060	1.0540
166.5030	1.0970
167.5280	1.0250
168.4110	0.8830
169.3440	0.9330
170.3680	1.0240
171.4310	1.0630
172.4060	0.9750
173.2990	0.8930
174.1670	0.8680
175.1350	0.9680
176.1740	1.0390
177.2060	1.0320
178.1650	0.9590
179.0620	0.8970
180.0940	1.0320
181.1270	1.0330
182.0330	0.9060
182.9030	0.8700
183.7240	0.8210
184.5900	0.8660
185.6750	1.0850
186.6040	0.9290
187.5110	0.9070
188.3060	0.7950
189.2650	0.9590
190.3190	1.0540
191.3310	1.0120
192.2390	0.9080
193.0640	0.8250
193.8970	0.8330
194.7960	0.8990
195.6460	0.8500
196.4590	0.8130
197.2370	0.7780
197.9710	0.7340
198.7780	0.8070
199.5700	0.7920
200.3770	0.8070
201.1420	0.7650
201.8300	0.6880
202.5140	0.6840
203.2900	0.7760
204.2910	1.0010
205.3880	1.0970
206.4680	1.0800
207.4960	1.0280
208.3990	0.9030
209.4300	1.0310
210.4740	1.0440
211.4710	0.9970
212.4690	0.9980
213.4450	0.9760
214.3530	0.9080
215.2630	0.9100
216.3470	1.0840
217.5780	1.2310
218.5740	0.9960
219.3900	0.8160
220.3390	0.9490
221.2290	0.8900
222.2020	0.9730
223.1210	0.9190
224.0460	0.9250
224.8190	0.7730
225.7940	0.9750
226.7900	0.9960
227.7420	0.9520
228.6580	0.9160
229.5330	0.8750
230.4520	0.9190
231.4360	0.9840
232.4060	0.9700
233.3040	0.8980
